0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
TRATAMENTO,DE,ESCARAS,OU,ULCERAÇÕES,COM,RETALHOS,MIOCUTÂNEOS,OU,MUSCULARES,HCO,HSO,REF,PROCEDIMENTOSPELE,E,TECIDO,CELULAR,"SUBCUTÂNEO,",,,,,,,,,,,
MUCOSAS,E,ANEXOSPROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO,DE,FÍSTULA,CUTÂNEA,HCO,HSO,REF,PROCEDIMENTOSPELE,E,TECIDO,CELULAR,"SUBCUTÂNEO,",,,,,,,,,,,,,,,,,
MUCOSAS,E,ANEXOSPROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,
BIÓPSIA,DE,LÁBIO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,83,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,
EXCISÃO,COM,PLÁSTICA,DE,VERMELHÃO,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
9PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
EXCISÃO,COM,RECONSTRUÇÃO,COM,OU,SEM,RETALHOS,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,
EXCISÃO,EM,CUNHA,VOLTA MARIA,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
FRENOTOMIA/FRENULOTOMIA,LABIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
FRENULECTOMIA,LABIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
QUEILOPLASTIA,PARA,FISSURA,LABIAL,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
RECONSTRUÇÃO,DE,SULCO,GENGIVO-LABIAL,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
RECONSTRUÇÃO,TOTAL,DO,LÁBIO,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
TRATAMENTO,CIRÚRGICO,DE,HIPERTROFIA,DO,LÁBIO,HCO,HSO,REF,LÁBIO,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,
ADEQUAÇÃO,DO,MEIO,BUCAL,(COM,DIRETRIZ,DE,UTILIZAÇÃO),CUUUUUUUUUUUUUUUUUUUUUUUUUU,78,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,
AJUSTE,OCLUSAL,POR,ACRÉSCIMO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
AJUSTE,OCLUSAL,POR,DESGASTE,SELETIVO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
ALONGAMENTO,CIRÚRGICO,DO,PALATO,MOLE,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
ALVEOLOPLASTIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
AMPUTAÇÃO,RADICULAR,COM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
AMPUTAÇÃO,RADICULAR,SEM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APICETOMIA,BIRRADICULARES,COM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APICETOMIA,BIRRADICULARES,SEM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APICETOMIA,MULTIRRADICULARES,COM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APICETOMIA,MULTIRRADICULARES,SEM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
10PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
APICETOMIA,UNIRRADICULARES,COM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APICETOMIA,UNIRRADICULARES,SEM,OBTURAÇÃO,RETRÓGRADA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
APROFUNDAMENTO/AUMENTO,DE,VESTÍBULO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
AUMENTO,DE,COROA,CLÍNICA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
BIÓPSIA,DE,BOCA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,81,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,
BRIDECTOMIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
BRIDOTOMIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
CAPEAMENTO,PULPAR,DIRETO,-,EXCLUINDO,RESTAURAÇÃO,FINAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
CIRURGIA,PARA,EXOSTOSE,MAXILAR,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
CIRURGIA,PARA,TORUS,MANDIBULAR,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
CIRURGIA,PARA,TORUS,PALATINO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
CIRURGIA,PERIODONTAL,A,RETALHO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
COLAGEM,DE,FRAGMENTOS,DENTÁRIOS,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
COROA,UNITÁRIA,PROVISÓRIA,COM,OU,SEM,PINO/PROVISÓRIO,PARA,PREPARO,DE,RESTAUÇÃO,METÁLICA,,,,,,,,,,,,,,,,,
FUNDIDA,(RMF),-,COM,DIRETRIZ,DE,UTILIZAÇÃOOD,90,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
REEMBASAMENTO,DE,COROA,PROVISÓRIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
CUNHA,PROXIMAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,
CONTROLE,DE,HEMORRAGIA,COM,APLICAÇÃO,DE,AGENTE,HEMOSTÁTICO,EM,REGIÃO,BUCO-MAXILO-FACIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,
CONTROLE,DE,HEMORRAGIA,SEM,APLICAÇÃO,DE,AGENTE,HEMOSTÁTICO,EM,REGIÃO,BUCO-MAXILO-FACIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,
INCISÃO,E,DRENAGEM,EXTRA-ORAL,DE,"ABSCESSO,",HEMATOMA,E/OU,FLEGMÃO,DA,REGIÃO,BUCO-MAXILO-,,,,,,,,,,,,,,,,,
FACIALOD,VOLTA MARIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
11PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
INCISÃO,E,DRENAGEM,INTRA-ORAL,DE,"ABSCESSO,",HEMATOMA,E/OU,FLEGMÃO,DA,REGIÃO,BUCO-MAXILO-,,,,,,,,,,,,,,,,,
FACIALOD,VOLTA MARIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
EXCISÃO,DE,LESÃO,COM,RECONSTRUÇÃO,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
EXCISÃO,DE,TUMOR,DE,BOCA,COM,MANDIBULECTOMIA,OU,MAXILECTOMIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,
EXÉRESE,DE,LESÃO,E,ENXERTO,CUTÂNEO,OU,MUCOSO,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,
ENXERTO,GENGIVAL,LIVRE,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
ENXERTO,PEDICULADO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,
EXODONTIA,A,RETALHO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
EXODONTIA,DE,RAIZ,RESIDUAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
EXODONTIA,SIMPLES,DE,DECÍDUO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
EXODONTIA,DE,PERMANENTE,POR,INDICAÇÃO,ORTODÔNTICA/PROTÉTICA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
EXODONTIA,SIMPLES,DE,PERMANENTE,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
FACETA,DIRETA,EM,RESINA,FOTOPOLIMERIZÁVEL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
GENGIVECTOMIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
GENGIVOPLASTIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
GLOSSECTOMIA,SUBTOTAL,OU,"TOTAL,",COM,OU,SEM,MANDIBULECTOMIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,
IMOBILIZAÇÃO,DENTÁRIA,EM,DENTES,DECÍDUOS,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
IMOBILIZAÇÃO,DENTÁRIA,EM,DENTES,PERMANENTES,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
NÚCLEO,DE,PREENCHIMENTO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
ODONTO-SECÇÃO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
12PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
OPERAÇÃO,COMPOSTA,COM,ESVAZIAMENTO,CERVICAL,E,RECONSTRUÇÃO,À,CUSTA,DE,RETALHOS,,,,,,,,,,,,,,,,,,
OSTEOMIOCUTÂNEOSHCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,
PALATOPLASTIA,COM,RETALHO,OU,ENXERTO,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,
PALATOPLASTIA,PARCIAL,OU,TOTAL,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
PALATO-QUEILOPLASTIA,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
PLÁSTICA,DO,DUCTO,PAROTÍDEO,HCO,HSO,REF,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
PULPOTOMIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
PULPOTOMIA,EM,DENTE,DECÍDUO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
COLETA,DE,RASPADO,EM,LESÕES,OU,SÍTIOS,ESPECÍFICOS,DA,REGIÃO,BUCO-MAXILO-FACIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,
PUNÇÃO,ASPIRATIVA,NA,REGIÃO,BUCO-MAXILO-FACIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
RASPAGEM,SUB-GENGIVAL,E,ALISAMENTO,RADICULAR/CURETAGEM,DE,BOLSA,PERIODONTAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,
RASPAGEM,SUPRA-GENGIVAL,E,POLIMENTO,CORONÁRIO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,
REABILITAÇÃO,COM,COROA,DE,"ACETATO,",AÇO,OU,POLICARBONATO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),CUUUUUUUUUUUUUUUUUUUUUUUUUU,89,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,
REABILITAÇÃO,COM,COROA,TOTAL,DE,CERÔMERO,UNITÁRIA,-,INCLUI,A,PEÇA,PROTÉTICA,(COM,DIRETRIZ,DE,,,,,,,,,,,,,,
UTILIZAÇÃO)OD,92,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
REABILITAÇÃO,COM,COROA,TOTAL,METÁLICA,UNITÁRIA-,INCLUI,A,PEÇA,PROTÉTICA,(COM,DIRETRIZ,DE,,,,,,,,,,,,,,,,
UTILIZAÇÃO)OD,93,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,,,
REABILITAÇÃO,COM,NÚCLEO,METÁLICO,FUNDIDO/NÚCLEO,PRÉ-FABRICADO,-,INCLUI,A,PEÇA,PROTÉTICA,,,,,,,,,,,,,,,,,,
(COM,DIRETRIZ,DE,UTILIZAÇÃO)OD,94,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
REABILITAÇÃO,COM,RESTAURAÇÃO,METÁLICA,FUNDIDA,(RMF),UNITÁRIA,-,INCLUI,A,PEÇA,PROTÉTICA,(COM,,,,,,,,,,,,,,,,
DIRETRIZ,DE,UTILIZAÇÃO)OD,95,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,,
RECIMENTAÇÃO,DE,PEÇA/TRABALHO,PROTÉTICO,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
RECONSTRUÇÃO,DE,SULCO,GENGIVO-LABIAL,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,,,
REDUÇÃO,CRUENTA,DE,FRATURA,ALVÉOLO,DENTÁRIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
13PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
REDUÇÃO,INCRUENTA,DE,FRATURA,ALVÉOLO,DENTÁRIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,BOCA,CABEÇA,E,PESCOÇO,PROCEDIMENTOS,CIRÚRGICOS,E,INVASIVOS,,,,,,,,,,,,,,
